label,mission,object_id,period_days,dur_hr,depth_ppm,rprstar,a_over_rstar,radius_rearth,insol_earth,eq_temp_k,teff_k,logg_cgs,star_rad_rsun,ra_deg,dec_deg,t_mag
1,Kepler,Kepler-1674 b,62.5613879,5.907,1372.6,0.038618,49.2,3.54,7.13,417.0,5662.0,4.56,0.84,294.8161,45.306122,
1,K2,K2-277 b,6.32668003682,2.0310601,520.8002,0.022821047302873723,,2.29015537,195.7304,953.97,5673.0,4.46318,0.975383,202.0161895,-15.9379749,9.66562
0,Kepler,K02249.01,13.37935853,8.809,353.5,0.022549,3.74,6.65,896.56,1395.0,6739.0,3.712,2.702,295.54712,39.861759,
0,Kepler,K04930.01,27.8923345,2.204,139.6,0.010796,97.6,2.1,100.41,807.0,5873.0,3.96,1.78,291.55548,37.44516,
1,TESS,TOI-45251,2.4841975,1.511,10361.0,0.10178899744078433,,13.3413,383.047,1232.0,6089.0,4.28,1.28,342.385899,-10.675469,10.931
0,Kepler,K03664.01,1.87887673,6.60887,824390.0,1.0993,4.6402,148.25,2750.37,1846.0,6569.0,4.281,1.235,297.42035,39.775108,
1,K2,K2-268 d,4.528598,2.57,,0.0173,12.57,1.49,,888.0,5106.0,4.58,0.78,133.7094899,11.8482712,12.986
0,TESS,TOI-58551,2.4710528,3.033,5420.0,0.07362064927722385,,12.1002,5313.3,2378.0,6114.0,4.52,0.97,294.008142,32.214606,12.3924
0,Kepler,K02916.01,0.306937807,0.5925,119.2,0.010129,4.04,0.82,5019.53,2142.0,5088.0,4.58,0.741,287.73572,42.823421,
1,Kepler,Kepler-280 b,2.1395563,2.0678,266.1,0.014957,7.51,1.76,974.3,1425.0,5534.0,4.338,1.08,291.3905,42.180592,
1,K2,WASP-47 c,588.8,,,,,,,,5552.0,,1.137,331.203092,-12.019067,11.29
0,Kepler,K07029.01,6.042029838,8.0666,132860.0,0.373543,6.8671,23.94,66.7,729.0,5030.0,4.67,0.587,296.55756,44.31023,
0,Kepler,K07737.01,4.75307877,2.35,933.0,0.025738,6.24,505.94,580415.2,7040.0,3486.0,0.5,180.013,295.03052,40.958149,
0,K2,EPIC 210754505.01,0.87052967,1.502,1820.0,0.04266145801540308,,,,,6121.0,4.16573,1.47366,64.6449782,19.1790392,12.5065
0,Kepler,K00326.01,8.97349999,3.1408,935.1,0.02858,18.85,36.0,6178.9,2262.0,4751.0,2.52,11.536,286.65604,46.783543,
0,Kepler,K03877.01,3.04476607,9.568,272.6,0.175754,1.263,15.7,379.01,1126.0,5627.0,4.568,0.818,293.68225,45.511398,
0,TESS,TOI-3571,0.9399664,1.122492,587.9364245,0.024247400365812417,,6.6149456,22464.7891996,3122.4488768,6300.3,3.72,2.5465,32.321881,-48.48474,10.3987
0,Kepler,K03898.01,1.306723495,6.606,12457.0,0.382215,1.603,27.42,443.02,1170.0,4651.0,4.612,0.657,294.32037,45.501282,
1,Kepler,Kepler-251 e,99.6415962,4.448,952.5,0.027879,175.84,2.64,3.97,360.0,5527.0,4.488,0.866,296.56622,44.105862,
0,Kepler,K02518.01,0.759762021,4.912,227.0,0.197356,1.208,24.2,6419.35,2280.0,6386.0,4.402,1.123,290.53607,40.705849,
0,TESS,TOI-17241,0.6850808,1.0565887,2675.7176662,0.051727339639691505,,1.9806358,170.8295335,922.0627729,3541.0,4.8452,0.380019,127.032597,56.427529,12.507
1,K2,K2-170 b,7.5734,3.432,197.0,0.0137,14.6,1.62,,,,,1.0849,335.4506923,-14.5933554,12.0676
0,Kepler,K03999.01,3.43525124,4.509,152.2,0.133675,1.5,25.43,1468.73,1579.0,5854.0,4.014,1.742,290.38721,37.47818,
1,Kepler,Kepler-1573 b,2.61576515,2.777,120.4,0.010133,7.07,1.06,851.6,1379.0,6088.0,4.446,0.958,292.98834,49.48497,
0,Kepler,K03153.01,75.378956896,7.70352,539180.0,0.697893,125.269,58.76,4.17,365.0,5420.0,4.596,0.771,297.62912,41.64151,
1,TESS,TOI-60541,7.4903271,5.800713,225.5988767,0.015019949290859806,,2.5277726,526.6956422,1221.8268955,6111.67,4.08398,1.61211,56.337007,60.350917,7.4961
1,TESS,TOI-50901,1.9828041,1.1139386,132105.0435175,0.3634625751263808,,10.8910702,20.6170397,543.4709395,3213.0,4.93347,0.293047,130.664165,19.41436,16.0573
1,Kepler,Kepler-1543 b,6.96704926,3.73,213.7,0.015917,6.61,6.14,2341.58,1774.0,6303.0,3.595,3.53,297.1243,47.037022,
0,Kepler,K07967.01,1.33254428,3.122,162.2,0.011644,3.35,0.93,981.02,1427.0,5460.0,4.543,0.734,294.94775,46.671951,
1,TESS,TOI-14071,9.9783319,4.2281711,179.2248456,0.013387488397754076,,2.0515332,300.9646623,1062.3035336,6073.5,4.1,1.47131,336.576123,-18.011665,7.7275
1,Kepler,Kepler-1216 b,4.37033233,2.845,177.8,0.012063,11.84,1.56,475.39,1191.0,5657.0,4.282,1.182,287.40533,45.918011,
0,Kepler,K04703.01,349.03703,4.76,777.0,0.025262,571.0,2.27,0.67,231.0,5583.0,4.559,0.824,290.16418,41.782631,
1,K2,K2-6 b,30.944648,5.27,845.0,0.02632,,3.06,,,5710.0,,0.96,178.1921152,-1.1984418,12.0593
0,Kepler,K07997.01,321.02094,7.51,592.9,0.022141,319.8,1.96,0.69,232.0,5334.0,4.492,0.81,283.17575,47.401718,
0,Kepler,K01184.01,0.635445336,1.8592,2547.4,0.316337,1.654,19.0,451.42,1177.0,3920.0,4.7,0.55,285.08026,39.18211,
0,TESS,TOI-15821,1.8932775,3.118,3415.0,0.05843800133474792,,21.043,35143.2,3814.0,6904.3,4.05,2.04,34.69789,64.356382,10.0188
1,K2,K2-3 b,10.0546535,,,0.0349,29.44,2.078,10.5,501.3,3844.0,4.704,0.546,172.3353708,-1.4551364,10.5459
0,Kepler,K00702.01,1.274840187,14.833,229.2,0.21287,1.213,66.76,9187.9,2498.0,5365.0,3.669,2.872,300.72702,45.305538,
1,TESS,TOI-59601,3.076329,3.9016058,9490.8396842,0.09742094068628161,,14.2287485,1519.96446,1592.4951117,6401.79,4.23563,1.4311,343.041493,35.447178,9.7758
1,Kepler,Kepler-1321 b,11.12827427,2.6118,6057.0,0.073529,29.1,4.04,6.52,408.0,3640.0,4.744,0.503,294.52859,46.640968,
0,Kepler,K07854.01,1.72929014,3.609,84.5,0.008391,3.72,0.86,1187.75,1497.0,5910.0,4.505,0.94,289.94556,43.665932,
1,TESS,TOI-33311,2.0180196,1.967,15190.0,0.12324771803161307,,12.168,520.136,1330.0,5544.0,4.47,0.96,271.324167,-34.107171,11.3208
1,TESS,TOI-1321,2.1096805,2.1344043,1309.7297126,0.03619018807080173,,3.6396725,644.2138136,1284.923458,5673.0,4.55383,0.940806,338.399662,-43.436872,10.8061
1,K2,K2-133 d,11.0234,2.32,1900.0,0.0393,,2.02,,,3655.0,,0.47,70.1493775,25.0098135,12.3252
0,Kepler,K07521.02,7.334073405,2.7308,326.9,0.01718,17.457658,1.42,135.81,870.0,5985.0,4.603,0.758,291.11057,51.058929,
0,Kepler,K06064.01,265.2996227,8.8452,100160.0,0.358753,251.92,33.81,1.25,270.0,5873.0,4.547,0.863,290.38962,45.681438,
1,Kepler,Kepler-549 c,117.033521,6.822,770.4,0.024911,132.1,2.68,3.49,349.0,5312.0,4.384,0.986,283.0228,47.261131,
1,Kepler,Kepler-1536 b,364.751562,13.057,1481.5,0.041985,120.9,2.89,0.18,166.0,4386.0,4.629,0.63,291.58517,45.71579,
1,Kepler,Kepler-1424 b,29.6099055,7.433,120.1,0.014184,7.57,1.74,37.12,629.0,5812.0,4.329,1.122,290.99167,40.229321,
1,Kepler,Kepler-1960 b,2.29794819,2.84,83.2,0.008411,6.226,0.98,1352.14,1547.0,6371.0,4.426,1.072,294.69696,46.720188,
1,Kepler,Kepler-388 b,3.17323012,1.9094,204.5,0.012708,12.83,0.88,112.21,830.0,4500.0,4.632,0.633,284.82803,44.60873,
1,K2,K2-413 b,0.8094,,,,,0.7599,921.755,,4116.0,4.656,0.7,353.4175668,-7.6120272,13.7731
1,K2,K2-294 b,2.50387,2.6,,0.01262,6.49,1.66,,1425.0,5612.0,4.2,1.2,352.0516724,-7.6037856,11.905
0,Kepler,K03920.01,14.46993942,7.455,1235.3,0.086932,5.36,85.84,2033.61,1713.0,4735.0,2.715,9.043,290.22916,37.76141,
0,Kepler,K06758.01,0.721624431,2.54242,157750.0,0.520137,2.9512,40.61,1560.97,1604.0,5067.0,4.565,0.715,293.59467,42.143082,
0,Kepler,K01514.01,1.399326503,1.8305,206.4,0.012581,5.942,1.0,402.58,1143.0,4502.0,4.572,0.728,289.32101,46.134319,
0,Kepler,K05032.01,1.389947459,1.193,1213.8,0.032692,8.36,3.39,1816.13,1665.0,5999.0,4.461,0.95,296.10361,39.056221,
0,Kepler,K04970.01,232.822285,0.99,22617.0,0.463328,1379.0,48.88,2.05,305.0,6106.0,4.487,0.966,294.04364,38.36454,
1,Kepler,Kepler-1188 b,17.1369408,6.416,362.1,0.017456,20.762,2.05,85.15,775.0,6218.0,4.421,1.077,283.10385,43.148041,
1,K2,K2-84 c,27.86,4.61,,0.0198,,2.03,25.3,,5652.0,4.481,0.93,55.8093566,16.6344396,12.5186
1,K2,K2-148 c,6.92251,2.0304,537.0,0.0222,23.2,0.9,,,,,0.371,14.5176494,-0.193258,12.2481
1,Kepler,Kepler-164 c,10.94577783,3.0937,532.8,0.023673,16.61,2.84,142.23,881.0,5888.0,4.342,1.097,287.78085,47.62991,
1,Kepler,Kepler-194 c,17.30795548,5.1126,633.0,0.022671,26.455,3.56,104.37,815.0,5565.0,4.117,1.439,291.97144,47.86417,
0,Kepler,K08024.01,0.93374911,3.504,57.8,0.007162,1.915,0.66,2442.7,1793.0,5978.0,4.554,0.846,292.2276,47.746262,
0,Kepler,K05695.01,11.03571773,5.62958,144960.0,0.524317,18.335,70.42,227.54,991.0,6201.0,4.213,1.23,293.3472,46.25544,
0,TESS,TOI-59081,2.4515393,3.005,7520.0,0.0867179335547152,,11.6029,3082.85,2075.0,7143.0,4.4,1.32,303.89385,24.521157,13.0008
1,Kepler,Kepler-341 e,42.4729078,7.253,334.0,0.016741,42.5,2.03,19.93,539.0,5616.0,4.327,1.111,289.86157,43.472771,
1,TESS,TOI-73951,125.8659048,9.1490581,11477.528288,0.10713322681596033,,11.5595833,0.1635804,162.2006503,5968.88,4.42517,1.0645,297.465335,42.882852,13.5102
1,K2,WASP-85 A b,2.6556817,2.486304,,0.11478,,11.1,,,5426.0,4.5,0.88,175.9080328,6.5637842,10.15
1,TESS,TOI-21351,2.7884723,2.9462464,14467.6854046,0.12028169189282299,,13.9432645,850.6754194,1377.4020358,5833.0,4.35385,1.12956,274.405533,36.621462,11.3998
1,Kepler,Kepler-1566 b,0.539915033,1.1466,97.0,0.008937,3.532,0.82,2901.68,1871.0,5102.0,4.502,0.837,283.58762,40.574928,
0,Kepler,K01034.01,1.739428983,2.4894,5897.4,3.315613,5.93,268.65,612.49,1268.0,5415.0,4.603,0.742,297.82956,41.141949,
1,Kepler,Kepler-1987 d,5.644914154,2.2599,1397.9,0.03411,17.83,2.66,72.38,744.0,4769.0,4.622,0.714,295.8255,42.94339,
0,Kepler,K06879.01,3.258249472,2.6358,1643.5,0.307288,3.4,79.23,4234.38,2057.0,6712.0,3.859,2.361,294.83984,43.019718,
0,Kepler,K01545.02,5.91039905,3.85,,,,,,,,,,293.83688,40.41045,
1,Kepler,Kepler-1981 b,453.54212,17.026,861.0,0.02813,164.9,9.23,5.45,390.0,5874.0,3.664,3.006,287.97546,38.74028,
1,K2,K2-405 b,3.4355113,2.11,2580.0,0.05079370039680117,,4.18368,146.577,969.0,4870.0,4.53,0.8,164.3759959,12.535614,11.9783
0,Kepler,K05012.01,1.540393027,1.75,526.2,0.021033,6.5,2.17,1200.85,1502.0,5466.0,4.396,0.946,286.97745,38.913261,
0,TESS,TOI-11861,11.2464616,7.391,7576.0,0.08704022058795577,,17.6677,365.938,1218.0,6115.7,3.89,2.01,251.633465,65.715035,9.92402
1,Kepler,Kepler-656 c,5.25449393,3.078,169.0,0.013572,7.52,1.41,213.25,975.0,5550.0,4.5,0.954,288.32791,47.381592,
0,Kepler,K05323.01,7.155547398,4.5711,2568.8,0.055645,6.978,48.93,4166.27,2049.0,4992.0,2.947,8.052,286.55112,42.234798,
1,Kepler,Kepler-390 b,6.73808701,2.591,92.9,0.008644,19.83,0.73,90.19,786.0,5168.0,4.566,0.769,291.62878,41.208599,
1,K2,K2-18 b,32.94112,,,,,2.461,1.48,281.0,3449.0,4.6,0.468,172.560141,7.5878315,11.2373
1,Kepler,Kepler-625 c,4.16536757,3.2935,120.0,0.010027,9.18,1.0,284.49,1048.0,5604.0,4.52,0.912,292.15045,39.637581,
1,Kepler,Kepler-547 b,6.010383339,2.1939,2652.1,0.047131,19.93,3.8,82.31,768.0,4882.0,4.558,0.738,286.11868,44.34528,
1,Kepler,Kepler-387 b,6.79164656,3.343,102.6,0.009257,15.56,1.01,230.81,994.0,5772.0,4.351,1.003,287.79819,45.656712,
1,Kepler,Kepler-1050 c,21.1285655,3.852,176.7,0.012237,39.6,2.88,180.55,935.0,5817.0,3.877,2.153,282.92499,48.626389,
1,Kepler,Kepler-188 b,2.06190864,1.9743,214.0,0.013746,6.9,1.63,1082.28,1463.0,5622.0,4.346,1.089,281.27972,44.315529,
0,Kepler,K04669.01,1.71659304,1.154,138.0,0.010881,11.37,1.17,1577.89,1607.0,6192.0,4.467,0.987,293.14069,37.994469,
0,Kepler,K06891.01,4.608901433,8.73393,378550.0,0.590973,6.2983,48.72,242.9,1007.0,5938.0,4.605,0.755,288.37411,43.294319,
1,Kepler,Kepler-348 c,17.2653659,5.02,67.9,0.007577,26.48,1.16,146.92,888.0,6388.0,4.244,1.402,297.25504,40.54837,
0,Kepler,K07398.01,0.974477904,2.69834,8846.9,0.377415,2.0452,618.37,172916.96,5205.0,5210.0,2.631,15.004,298.52713,48.418591,
1,Kepler,Kepler-261 b,10.38122447,2.715,801.5,0.025572,28.48,2.18,48.37,672.0,5095.0,4.566,0.78,291.36478,37.609169,
0,Kepler,K06851.01,0.566810701,6.19,200.0,0.018177,1.0102,1.49,3220.92,1921.0,5593.0,4.584,0.752,291.52869,42.86697,
1,K2,K2-22 b,1.143201,0.651,,0.071,,3.0,114.0,,3865.0,4.886,0.382,169.4827046,2.6190363,13.9558
0,Kepler,K01924.01,2.11913005,4.141,28.7,0.005188,3.04,1.35,4512.1,2090.0,5799.0,3.813,2.377,294.2869,40.21381,
1,TESS,TOI-18411,4.3011975,2.982,22050.0,0.14849242404917498,,15.3684,185.119,1027.0,5115.16,4.34437,1.03,213.14386,47.014783,12.4474
0,K2,EPIC 211738534.01,0.56802,3.3336,13803.0,0.11748616939878498,,,,,3385.0,4.78052,0.451115,136.2090845,16.4458014,14.695
0,Kepler,K06984.01,1.01884975,3.233,30.9,0.005142,2.412,0.47,2238.64,1754.0,6068.0,4.568,0.829,296.06284,44.018822,
1,Kepler,Kepler-1963 b,1.962282625,1.45,68.3,0.007549,10.29,0.81,1038.36,1448.0,5726.0,4.418,0.979,296.58755,47.207161,
1,K2,K2-346 b,26.1956,3.432,965.0,0.0291,53.8,2.08,,,,,0.656,125.9864854,22.663226,11.0384
0,Kepler,K00866.01,2.861159894,1.8832,1014.3,0.039171,4.58,4.37,797.1,1355.0,6126.0,4.458,1.021,291.67172,42.343109,
1,TESS,TOI-23741,4.31362,1.709,9490.0,0.09741663102366044,,8.01917,54.2011,755.0,4929.5,0.1,0.8,319.498241,-22.049823,11.2057
1,K2,WASP-118 b,4.0460496,,,,,,,,,,,19.5505861,2.7027847,10.5559
1,K2,K2-24 b,20.88508,5.881,,0.04409,25.8,5.83,60.1,709.0,5743.0,4.29,1.21,242.5734559,-24.9906029,10.371
1,TESS,TOI-74571,6.8733768,6.5660399,3501.1631364,0.059170627311192166,,14.6161809,1219.9812607,1507.3289471,6014.0,3.73585,2.3646801,296.813688,47.526545,14.1348
1,K2,K2-192 b,4.163221,,,0.017431,17.447409,1.57477412,,,5252.0,4.49,0.828268,206.5823122,-11.5563527,11.898
0,Kepler,K06813.01,2.19642864,4.933,99.5,0.008959,3.48,0.79,477.24,1193.0,5376.0,4.576,0.806,291.83594,42.564838,
0,Kepler,K07391.01,2.570431263,5.49699,76826.0,0.473278,3.8736,50.18,936.9,1411.0,6244.0,4.473,0.971,298.74158,48.326962,
1,TESS,TOI-28441,3.5524144,2.784,2060.0,0.04538722287164087,,8.52936,1015.53,1572.0,6843.0,,1.82,110.203228,13.01869,11.5829
0,Kepler,K06247.01,3.963787093,3.10316,25015.0,0.218176,7.519,28.11,880.12,1389.0,6617.0,4.373,1.18,293.48392,50.12513,
1,K2,K2-85 b,0.68453862616,,,,,1.4,800.0,1355.0,4232.0,4.44,0.71,59.464829,18.4649505,11.2967
1,K2,K2-34 b,2.99563536,,,0.0887,6.7,,,,6087.0,4.106,1.66,127.5787231,22.2359194,11.0514
1,K2,K2-43 b,3.471341,,,0.074192,13.51,4.75,46.4,,3889.72,,0.587449,169.117028,-3.9754405,13.7701
1,K2,K2-138 d,5.40484,2.764,,0.02678,14.81,2.46,147.12,888.0,5283.0,4.538,0.839,348.9490311,-10.8497391,11.5018
1,K2,K2-32 b,8.99218,3.693,,0.05635,19.0,5.38,82.9,769.0,5315.0,4.43,0.87,252.426008,-19.5430504,11.3692
0,Kepler,K01388.01,34.064566412,9.6114,28450.0,0.159817,28.03,15.57,25.0,570.0,6161.0,4.517,0.892,293.38663,45.87027,
0,Kepler,K00380.01,8.0970583,5.699,680.7,0.030415,4.202,4.83,495.31,1203.0,6573.0,4.2,1.455,293.44879,37.722641,
0,Kepler,K06007.01,12.4227918,27.29,202.6,0.018364,1.391,1.44,38.29,634.0,5279.0,4.62,0.72,297.5343,40.653389,
0,Kepler,K03854.01,1.1910489,1.3738,1391.1,0.300822,2.55,22.76,781.99,1348.0,5089.0,4.58,0.693,292.922,38.670292,
0,Kepler,K05636.01,2.79123954,2.843,154.8,0.012196,5.48,2.22,2322.96,1771.0,6407.0,4.111,1.668,300.11902,45.510349,
1,TESS,TOI-1261,3.0354017,2.8809533,16196.2158157,0.12726435406546485,,14.1334903,726.7556694,1324.2404714,5751.0,4.35036,1.07224,339.489275,-35.154203,12.7923
0,Kepler,K03847.01,5.26641416,2.4404,223.8,0.014989,10.85,2.62,964.18,1421.0,6338.0,4.087,1.602,293.96725,42.833279,
0,Kepler,K08170.01,374.80095,10.691,144.4,0.011319,229.0,1.53,1.59,286.0,5804.0,4.214,1.234,289.75296,45.00629,
1,TESS,TOI-70681,,20.5949466,4156.2818203,0.06446923157832735,,8.964682,165.7019266,915.0643564,6181.58,4.23853,1.36797,292.627494,37.860165,11.4605
0,Kepler,K04224.01,1.975208831,1.513,76.3,0.008328,8.4,1.59,4299.89,2064.0,6401.0,4.029,1.744,292.16486,37.275742,
0,Kepler,K02918.01,0.515552803,1.7869,1224.1,0.175099,1.354,13.96,2508.21,1807.0,5068.0,4.556,0.73,281.55936,42.520489,
1,TESS,TOI-4791,2.7817379,2.1508237,12808.3940801,0.11317417585341631,,12.6841023,615.4708822,1270.3448387,5600.0,4.4291,1.02095,91.089719,-16.96539,10.8164
0,Kepler,K06852.01,0.566813319,3.752,129.1,0.206142,1.213,23.19,6742.52,2313.0,6108.0,4.466,1.03,291.53311,42.83847,
1,K2,K2-21 b,9.325038,,,0.026158,25.37,1.84,10.0,,4222.06,,0.646783,340.3037846,-14.4893256,11.4644
1,K2,WASP-85 A b,2.655674403,,,0.136814,8.74,,,,5685.0,4.48,,175.9080328,6.5637842,10.15
0,Kepler,K04802.01,0.605556082,1.2399,101.7,0.009338,3.757,0.86,4796.94,2120.0,6123.0,4.556,0.846,291.9837,38.595409,
1,K2,K2-398 b,6.393025,3.7,,0.0168,11.59,2.274,,,5946.0,4.227,1.239,161.7349738,1.9367044,12.6036
0,Kepler,K05495.01,6.279888981,5.5086,1514.6,0.28962,3.229,196.78,3281.24,1931.0,5057.0,3.137,6.222,298.43073,44.192451,
0,Kepler,K03334.01,95.178317934,3.60125,128580.0,0.403168,237.988,28.75,1.29,272.0,4523.0,4.615,0.653,296.33862,48.75758,
0,Kepler,K07054.01,0.530967171,3.8102,378390.0,0.852795,2.212,92.29,6728.14,2312.0,5951.0,4.439,0.991,288.89041,44.61702,
0,Kepler,K06537.01,21.37831102,21.7174,80571.0,0.255563,9.273,97.23,300.32,1062.0,4905.0,3.3,3.484,293.66013,40.364208,
0,Kepler,K03587.01,1.036592635,2.40749,124500.0,0.484781,4.051,463.05,73013.77,4194.0,4884.0,2.737,8.747,294.3616,50.30526,
0,TESS,TOI-68951,7.0469712,2.551,1020.0,0.03193743884534263,,3.77076,125.316,,5940.0,,1.2,344.835029,52.066799,10.4505
0,TESS,TOI-14231,2.7556532,3.3967282,2854.4589288,0.0534271366329883,,6.4145519,207.2386368,967.6926252,4993.0,4.66918,0.696945,344.609651,39.658712,10.9243
0,K2,EPIC 211664543.01,0.698333,1.32,106428.99999999999,0.32623457817956697,,,,,4081.0,4.59923,0.664517,136.0364522,15.4349422,14.9041
0,Kepler,K01763.01,2.1990638,3.197,344.8,0.017186,4.74,1.33,330.97,1087.0,5003.0,4.572,0.707,298.77988,47.66095,
1,Kepler,Kepler-258 c,33.6528474,3.9616,1140.8,0.031582,55.9,3.05,11.5,470.0,4954.0,4.462,0.885,294.06848,46.57933,
0,TESS,TOI-6731,10.5426254,6.2145259,16789.8076116,0.12957549001103566,,22.0104106,437.1833461,1166.233875,6114.0,4.28439,1.65817,168.998428,-36.459406,11.955
1,Kepler,Kepler-1480 b,22.1270885,4.472,418.2,0.024942,14.06,3.94,63.98,721.0,5312.0,4.103,1.445,291.99976,49.301811,
1,K2,K2-343 c,7.676972,2.2,,0.0402,26.11,2.02,,465.0,3804.0,4.8,0.46,134.2021746,21.5026882,14.0431
1,TESS,TOI-36931,9.0881638,3.402,24660.0,0.1570350279396288,,12.8974,57.0645,765.0,5211.0,4.58,0.8,15.654394,51.303892,11.419
1,Kepler,Kepler-1061 b,2.757977384,2.1489,211.0,0.015478,5.13,1.69,744.97,1332.0,5919.0,4.435,1.0,296.23001,50.27523,
1,K2,TRAPPIST-1 b,1.51087,,,,,,,,,,,346.6263919,-5.0434618,13.8529
0,TESS,TOI-23031,0.7196291,1.474746,4971.1456595,0.07050635190888832,,12.2917419,14474.6698966,2797.5117326,6454.0,4.3,1.69458,348.296702,-53.832813,11.8199
0,Kepler,K07968.01,424.623345,9.666,5132.1,0.073251,232.8,8.13,1.17,265.0,6339.0,4.454,1.017,295.06592,46.686432,
0,Kepler,K06930.01,0.567493852,1.35349,7984.0,0.38733,2.1924,65.47,19665.18,3024.0,6370.0,4.053,1.548,290.23407,43.66206,
1,K2,K2-199 c,7.37442,,,,,2.67,39.6,639.0,4507.0,4.6,0.68,208.9014508,-6.1360833,11.2309
0,Kepler,K04220.01,0.785473311,1.3911,339.6,0.016954,4.108,1.61,2325.64,1769.0,5356.0,4.466,0.871,298.92361,40.749538,
1,TESS,TOI-4911,3.3326812,3.125,17008.0,0.13041472309520885,,14.4797,521.877,1331.0,5645.0,4.37683,1.11,128.925689,10.206587,12.7656
0,Kepler,K00391.01,25.9525478,21.328,478.4,0.251377,2.56,74.69,132.4,865.0,5211.0,3.715,2.721,293.67245,38.985699,
0,Kepler,K01134.01,100.3039228,8.702,5450.0,0.35047,43.8,29.55,2.26,313.0,5055.0,4.566,0.772,284.51962,44.453941,
0,TESS,TOI-34241,0.6691882,1.347,2850.0,0.05338539126015656,,9.96751,7244.35,2570.0,6623.0,4.09,1.76,128.800451,-27.407594,12.5772
1,Kepler,Kepler-1965 b,41.8681996,5.783,150.7,0.013675,23.2,1.25,13.89,492.0,5852.0,4.559,0.837,292.51468,38.02206,
0,Kepler,K07719.01,219.74735,22.48,190.4,0.012462,75.3,3.24,7.82,427.0,5127.0,3.602,2.38,285.28674,40.342339,
0,Kepler,K03668.01,4.469731089,5.257,3159.6,0.334344,2.985,84.63,1604.34,1614.0,5758.0,3.808,2.318,300.78256,44.65501,
1,K2,EPIC 212587672 c,23.226,3.2304,,0.022,,2.3,,,,,0.95,205.4445125,-10.8625468,11.7902
0,K2,EPIC 205064326.01,8.02335,4.488,5030.0,0.153,7.28,86.0,,,,,5.13,251.8883544,-19.5793619,11.9997
0,TESS,TOI-5061,2.774207,2.393565,693.389889,0.02633229745008969,,2.582442,444.231028,1170.9058394,5280.0,4.44454,0.945062,116.68702,6.445569,10.4215
0,Kepler,K06445.01,7.304451735,4.09326,143630.0,0.600525,16.94,59.02,177.19,931.0,6024.0,4.523,0.9,293.8439,39.87542,
0,Kepler,K07612.01,0.93374073,4.296,147.6,0.010704,1.784,0.84,831.95,1371.0,4753.0,4.585,0.717,292.19189,47.690102,
1,K2,HD 106315 c,21.057504,,,0.03091,32.967845,4.29405386,,,6321.0,4.19,1.273595,183.4724742,-0.3934357,8.56338
0,Kepler,K05243.01,17.745456135,4.0678,80258.0,0.479927,34.8,116.14,353.47,1106.0,6337.0,3.826,2.216,297.67651,41.428589,
1,TESS,TOI-4311,12.4610086,3.3195777,2078.1425981,0.045586649340569003,,3.2809492,28.3587888,588.5612549,4891.0,4.62,0.726632,83.26925,-26.72387,8.1705
0,Kepler,K02404.02,5.2438528,10.539,135.8,0.011058,3.23,1.11,251.99,1016.0,5815.0,4.5,0.918,291.87799,41.769581,
1,Kepler,Kepler-1499 b,44.2018402,4.949,235.6,0.013886,65.0,1.14,6.59,409.0,5002.0,4.543,0.753,283.98633,41.65041,
0,TESS,TOI-44981,5.3073459,3.714,200.0,0.01414213562373095,,2.05347,494.046,1313.0,5821.4,4.16,1.42,295.468588,23.377283,7.948
1,TESS,TOI-46481,15.3886607,4.3300643,407.1050545,0.020176844512955934,,2.5382638,87.1069216,779.1712437,6101.0,4.44514,1.0623,16.46252,11.753717,8.97055
0,TESS,TOI-54291,4.2318085,2.558,1780.0,0.042190046219457975,,7.88895,1128.72,1614.0,8064.0,4.17,1.91,78.988494,22.074955,11.9696
1,K2,HATS-12 b,3.1428347,4.52376,,0.06316,,15.513256,,,,,,289.202402,-19.3559227,12.2994
0,Kepler,K04645.01,1.4725859,2.953,84.4,0.008525,3.62,0.93,1801.98,1662.0,6077.0,4.471,0.999,287.64566,48.638821,
0,Kepler,K06302.01,28.597880332,7.71925,85952.0,0.274826,34.655,74.25,250.21,1014.0,6590.0,3.787,2.474,293.26636,38.12608,
0,Kepler,K04947.01,6.70258007,4.632,859.0,0.270334,3.45,403.01,11398.6,2635.0,4799.0,2.475,13.652,291.18762,37.8535,
1,Kepler,Kepler-1766 b,105.0145774,7.426,296.0,0.020157,39.2,2.29,6.44,406.0,5868.0,4.363,1.042,294.27728,46.675282,
1,K2,K2-261 b,11.633478,5.138,2814.0,0.05304,13.53,9.52763359,180.0,1046.0,5445.0,4.044,1.642,163.0323119,0.493167,9.9623
0,Kepler,K02809.01,7.12684695,3.179,206.3,0.014079,12.42,1.38,185.17,941.0,6050.0,4.525,0.896,285.98483,43.090912,
1,TESS,TOI-2621,11.1452784,1.3947705,566.2736451,0.02379650489252571,,2.0671456,56.9132658,700.5241733,5302.58,4.53515,0.848675,32.534687,-31.070627,8.1345
1,Kepler,Kepler-292 b,2.58083264,2.1729,270.2,0.014804,9.11,1.31,386.18,1130.0,5296.0,4.538,0.808,295.76614,42.424278,
0,Kepler,K06105.01,289.788624,2.857,473.9,0.020974,629.0,5.51,19.6,537.0,8057.0,3.946,2.407,295.32828,38.8475,
0,TESS,TOI-15291,0.8229,2.068,2660.0,0.051575187832910506,,,59083.0,4343.0,8078.0,3.8,,11.042775,59.464498,10.4049
